date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2009-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,192.85,2.28
2009-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2274.21,26.87
2009-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,165.81,1.96
2009-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,413.02,4.88
2009-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,263.83,3.12
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,46.87,0.53
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,179.49,2.03
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,202.88,2.29
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,190.72,2.15
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2260.27,25.53
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,168.01,1.9
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,412.26,4.66
2010-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,268.81,3.04
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,47.06,0.52
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,181.6,2.02
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,202.88,2.26
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,192.77,2.15
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2280.51,25.42
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,180.54,2.01
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,412.26,4.6
2010-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,273.12,3.04
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,47.78,0.53
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,182.45,2.03
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,209.76,2.34
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,201.28,2.24
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2310.92,25.76
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,192.3,2.14
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,412.26,4.6
2010-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,274.99,3.07
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,48.46,0.52
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,187.16,1.99
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,214.82,2.29
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,205.08,2.18
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2312.27,24.62
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,198.39,2.11
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,414.57,4.41
2010-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,275.88,2.94
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,48.69,0.53
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,188.41,2.04
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,215.85,2.33
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,207.74,2.25
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2312.35,25
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,206.31,2.23
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,414.57,4.48
2010-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,276.98,2.99
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,48.89,0.53
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,188.41,2.04
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,215.85,2.34
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,210.34,2.28
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2312.35,25.08
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,209.57,2.27
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,414.57,4.5
2010-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,277.3,3.01
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,49.24,0.53
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,193.97,2.1
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,219.21,2.37
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,210.98,2.29
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2323.08,25.16
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,210.4,2.28
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,418.71,4.54
2010-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,277.54,3.01
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,50,0.54
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,194.36,2.11
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,223.43,2.42
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,213.23,2.31
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2323.08,25.16
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,210.4,2.28
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,422.89,4.58
2010-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,277.77,3.01
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,50.37,0.56
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,196.04,2.17
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,223.43,2.47
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,219.98,2.43
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2373.82,26.24
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,212.29,2.35
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,439.31,4.86
2010-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,278.86,3.08
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,50.79,0.55
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,203.32,2.22
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,225.3,2.46
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,222.73,2.43
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2375.05,25.95
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,213.72,2.34
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,442.19,4.83
2010-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,280.18,3.06
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,51.75,0.56
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,208.19,2.26
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,229.34,2.49
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,222.84,2.42
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2381.7,25.88
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,213.72,2.32
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,444.17,4.83
2010-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,280.61,3.05
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,52.51,0.57
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,221.1,2.4
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,232.09,2.52
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,232.12,2.52
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2458.13,26.7
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,217.96,2.37
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,445.93,4.84
2010-12-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,281.37,3.06
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,52.91,0.57
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,223.79,2.42
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,232.46,2.51
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,233.34,2.52
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2534.28,27.37
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,222.28,2.4
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,445.93,4.82
2011-01-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,281.93,3.05
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,53.56,0.58
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,232.57,2.5
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,236.64,2.55
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,233.34,2.51
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2559.21,27.53
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,227.69,2.45
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,446.5,4.8
2011-02-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,283.66,3.05
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,54.25,0.58
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,241.15,2.59
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,240.51,2.59
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,236.48,2.54
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2567.45,27.62
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,227.69,2.45
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,446.78,4.81
2011-03-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,285.23,3.07
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,54.99,0.59
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,248.38,2.67
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,245.88,2.64
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,240.15,2.58
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2590.74,27.85
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,227.69,2.45
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,447.52,4.81
2011-04-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,287.16,3.09
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.59
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.03,2.71
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,248.47,2.67
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,245.68,2.64
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2643.52,28.41
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,229.28,2.46
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,455.59,4.9
2011-05-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,289.75,3.11
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.59
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.29,2.71
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,248.47,2.67
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,248.16,2.67
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2645.68,28.43
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,229.41,2.47
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,468.29,5.03
2011-06-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,298.5,3.21
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.59
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.29,2.71
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,248.47,2.67
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,250.3,2.69
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2654.61,28.52
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,232.79,2.5
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,489.2,5.26
2011-07-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,329.55,3.54
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.59
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.29,2.71
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,248.47,2.67
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,254.11,2.73
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2656.1,28.53
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,232.79,2.5
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,496.59,5.33
2011-08-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,347.73,3.74
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.59
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.29,2.69
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,249.49,2.66
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,254.42,2.71
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2672.14,28.49
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,235.77,2.51
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,507.99,5.42
2011-09-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,376.81,4.02
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55,0.58
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,252.29,2.66
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,249.49,2.63
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,254.42,2.68
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2709.31,28.58
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,235.97,2.49
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,519.12,5.48
2011-10-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,389.76,4.11
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Bread,55,Unit,actual,Retail,AOA,55.25,0.58
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Cassava flour,74,900 G,actual,Retail,AOA,254.05,2.68
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,Maize flour,76,900 G,actual,Retail,AOA,250,2.63
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,cereals and tubers,"Rice (regular, milled)",80,900 G,actual,Retail,AOA,257.11,2.71
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,milk and dairy,Milk (powder),238,50 Pounds,actual,Retail,AOA,2721.7,28.67
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,miscellaneous food,Sugar (white),349,900 G,actual,Retail,AOA,238.61,2.51
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (palm),62,L,actual,Retail,AOA,530.94,5.59
2011-11-15,Luanda,Luanda,Luanda,2593,-8.84,13.23,oil and fats,Oil (soybean),306,L,actual,Retail,AOA,397.84,4.19
